accession	tax_id	species	order	assembly_name	assembly_level	contig_n50	total_length	release_date	annotation_name	source_database	datasets_version	retrieved_at	download_uri	source_checksum_type	source_checksum	source_size_bytes	sequence_sha256	fallback_needed	selected	selection_reason
GCF_029281585.2	9595	Gorilla gorilla gorilla	Primates	NHGRI_mGorGor1-v2.1_pri	Chromosome	150804130	3545834224	2024-01-08	GCF_029281585.2-RS_2025_04	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	lower-ranked eligible assembly for order
GCF_009828535.3	81572	Hylobates moloch	Primates	HMol_V3	Scaffold	265822	2848323459	2021-11-10	GCF_009828535.3-RS_2023_07	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	ineligible assembly level
GCF_020740605.2	9447	Lemur catta	Primates	mLemCat1.pri	Chromosome	32529614	2245584463	2021-11-04	NCBI Lemur catta Annotation Release 100	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	lower-ranked eligible assembly for order
GCF_037993035.2	9541	Macaca fascicularis	Primates	T2T-MFA8v1.1	Complete Genome	162126771	3060038958	2024-09-18	GCF_037993035.2-RS_2025_03	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	lower-ranked eligible assembly for order
GCF_049350105.2	9544	Macaca mulatta	Primates	T2T-MMU8v2.0	Complete Genome	162285572	3115120525	2025-07-24	GCF_049350105.2-RS_2025_08	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	lower-ranked eligible assembly for order
GCF_043159975.1	9545	Macaca nemestrina	Primates	mMacNem.hap1	Chromosome	40835442	3116288670	2024-10-15	GCF_043159975.1-RS_2026_07	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	lower-ranked eligible assembly for order
GCF_024542745.1	257877	Macaca thibetana thibetana	Primates	ASM2454274v1	Chromosome	48622411	2822383045	2022-08-09	GCF_024542745.1-RS_2023_02	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	lower-ranked eligible assembly for order
GCF_000951045.1	9568	Mandrillus leucophaeus	Primates	Mleu.le_1.0	Scaffold	31346	3061992840	2015-03-12	NCBI Mandrillus leucophaeus Annotation Release 100	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	ineligible assembly level
GCF_040939455.1	30608	Microcebus murinus	Primates	M.murinus_Inina_mat1.0	Chromosome	102817952	2350949499	2025-06-05	GCF_040939455.1-RS_2025_12	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	lower-ranked eligible assembly for order
GCF_006542625.1	61853	Nomascus leucogenys	Primates	Asia_NLE_v1	Chromosome	12782853	2843966406	2019-07-02	NCBI Nomascus leucogenys Annotation Release 103	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	lower-ranked eligible assembly for order
GCF_027406575.1	9470	Nycticebus coucang	Primates	mNycCou1.pri	Chromosome	41197715	2917154053	2022-12-28	GCF_027406575.1-RS_2023_03	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	lower-ranked eligible assembly for order
GCF_000181295.1	30611	Otolemur garnettii	Primates	OtoGar3	Scaffold	27100	2519724550	2011-03-16	NCBI Otolemur garnettii Annotation Release 102	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	ineligible assembly level
GCF_029289425.2	9597	Pan paniscus	Primates	NHGRI_mPanPan1-v2.1_pri	Chromosome	147028407	3244888708	2024-01-08	GCF_029289425.2-RS_2026_05	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	lower-ranked eligible assembly for order
GCF_028858775.2	9598	Pan troglodytes	Primates	NHGRI_mPanTro3-v2.1_pri	Chromosome	146288486	3177739762	2024-01-08	GCF_028858775.2-RS_2026_05	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	lower-ranked eligible assembly for order
GCF_008728515.1	9555	Papio anubis	Primates	Panubis1.0	Chromosome	1464978	2869804647	2019-10-02	NCBI Papio anubis Annotation Release 104	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	lower-ranked eligible assembly for order
GCF_002776525.5	591936	Piliocolobus tephrosceles	Primates	ASM277652v5	Chromosome	100421	2993041957	2019-12-12	GCF_002776525.5-RS_2026_05	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	lower-ranked eligible assembly for order
GCF_028885655.2	9601	Pongo abelii	Primates	NHGRI_mPonAbe1-v2.1_pri	Chromosome	146197178	3259853530	2024-01-05	GCF_028885655.2-RS_2026_05	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	lower-ranked eligible assembly for order
GCF_028885625.2	9600	Pongo pygmaeus	Primates	NHGRI_mPonPyg2-v2.1_pri	Chromosome	140592248	3220935163	2024-01-08	GCF_028885625.2-RS_2026_05	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	lower-ranked eligible assembly for order
GCF_000956105.1	379532	Propithecus coquereli	Primates	Pcoq_1.0	Scaffold	28129	2798135037	2015-03-23	NCBI Propithecus coquereli Annotation Release 100	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	ineligible assembly level
GCF_001698545.2	61621	Rhinopithecus bieti	Primates	ASM169854v2	Scaffold	36437	2975774845	2016-08-03	GCF_001698545.2-RS_2026_05	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	ineligible assembly level
GCF_007565055.1	61622	Rhinopithecus roxellana	Primates	ASM756505v1	Chromosome	5723610	3038460517	2019-07-29	NCBI Rhinopithecus roxellana Annotation Release 101	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	lower-ranked eligible assembly for order
GCF_048565385.1	27679	Saimiri boliviensis	Primates	mSaiBol1.pri	Chromosome	69222429	2747459968	2025-03-12	GCF_048565385.1-RS_2025_06	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	lower-ranked eligible assembly for order
GCF_009761245.1	9515	Sapajus apella	Primates	GSC_monkey_1.0	Scaffold	144042	2729201088	2019-12-17	NCBI Sapajus apella Annotation Release 100	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	ineligible assembly level
GCF_028878055.3	9590	Symphalangus syndactylus	Primates	NHGRI_mSymSyn1-v2.1_pri	Chromosome	146713733	3262887708	2024-01-05	GCF_028878055.3-RS_2026_05	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	lower-ranked eligible assembly for order
GCF_040869185.1	9565	Theropithecus gelada	Primates	ASM4086918v1	Contig	109073617	3111425578	2024-07-25	GCF_040869185.1-RS_2026_07	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	ineligible assembly level
GCF_009764315.1	54180	Trachypithecus francoisi	Primates	Tfra_2.0	Scaffold	16182741	2875554650	2019-12-18	NCBI Trachypithecus francoisi Annotation Release 100	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	ineligible assembly level
GCF_024166365.1	99487	Elephas maximus indicus	Proboscidea	mEleMax1 primary haplotype	Chromosome	87987108	3401247148	2022-07-06	GCF_024166365.1-RS_2023_02	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	true	best eligible assembly for order
GCF_030014295.1	9785	Loxodonta africana	Proboscidea	mLoxAfr1.hap2	Chromosome	82653632	3540876381	2023-05-16	GCF_030014295.1-RS_2024_04	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	lower-ranked eligible assembly for order
GCF_000001635.27	10090	Mus musculus	Rodentia	GRCm39	Chromosome	59462871	2728206152	2020-06-24	GCF_000001635.27-RS_2024_02	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	true	forced human or mouse
GCF_964271855.1	83528	Acomys minous	Rodentia	mAcoMin1.4	Chromosome	29281624	2350177229	2025-07-07	GCF_964271855.1-RS_2025_09	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	lower-ranked eligible assembly for order
GCF_903995435.1	60746	Acomys russatus	Rodentia	mAcoRus1.1	Chromosome	4450755	2301522284	2020-08-21	GCF_903995435.1-RS_2023_02	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	lower-ranked eligible assembly for order
GCF_014885135.2	100897	Alexandromys fortis	Rodentia	M_Fortis_MF-2015_v1.1	Scaffold	90683	2189376753	2020-10-13	GCF_014885135.2-RS_2024_09	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	ineligible assembly level
GCF_947179515.1	10129	Apodemus sylvaticus	Rodentia	mApoSyl1.1	Chromosome	4449850	2889785202	2022-10-28	GCF_947179515.1-RS_2023_02	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	lower-ranked eligible assembly for order
GCF_011762505.2	61156	Arvicanthis niloticus	Rodentia	mArvNil1.pat.X	Chromosome	11143170	2496761438	2025-01-29	GCF_011762505.2-RS_2025_09	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	lower-ranked eligible assembly for order
GCF_903992535.2	1047088	Arvicola amphibius	Rodentia	mArvAmp1.2	Chromosome	5392280	2297766297	2021-05-15	NCBI Arvicola amphibius Annotation Release 101	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	lower-ranked eligible assembly for order
GCF_048772815.1	76772	Callospermophilus lateralis	Rodentia	mCalLat2.hap1	Chromosome	6579271	4646974320	2025-03-21	GCF_048772815.1-RS_2025_09	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	lower-ranked eligible assembly for order
GCF_047511655.1	51338	Castor canadensis	Rodentia	mCasCan1.hap1v2	Chromosome	59379167	2814832999	2025-02-10	GCF_047511655.1-RS_2025_05	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	lower-ranked eligible assembly for order
GCF_034190915.1	10141	Cavia porcellus	Rodentia	mCavPor4.1	Scaffold	48931253	3145520116	2023-12-07	GCF_034190915.1-RS_2024_02	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	ineligible assembly level
GCF_000276665.1	34839	Chinchilla lanigera	Rodentia	ChiLan1.0	Scaffold	61105	2390852391	2012-08-28	NCBI Chinchilla lanigera Annotation Release 101	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	ineligible assembly level
GCF_950005125.1	269649	Chionomys nivalis	Rodentia	mChiNiv1.1	Chromosome	30960136	2393390621	2023-05-01	GCF_950005125.1-RS_2023_06	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	lower-ranked eligible assembly for order
GCF_003668045.3	10029	Cricetulus griseus	Rodentia	CriGri-PICRH-1.0	Chromosome	2711962	2366634374	2020-06-11	NCBI Cricetulus griseus Annotation Release 104	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	lower-ranked eligible assembly for order
GCF_024711535.1	94247	Dipodomys merriami	Rodentia	mDipMer1.0.p	Scaffold	7443915	3365237443	2022-08-18	GCF_024711535.1-RS_2024_11	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	ineligible assembly level
GCF_000151885.1	10020	Dipodomys ordii	Rodentia	Dord_2.0	Scaffold	48087	2236368823	2014-12-12	NCBI Dipodomys ordii Annotation Release 100	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	ineligible assembly level
GCF_019054845.1	105255	Dipodomys spectabilis	Rodentia	ASM1905484v1	Contig	9612466	2844766008	2021-06-29	NCBI Dipodomys spectabilis Annotation Release 100	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	ineligible assembly level
GCF_012274545.1	885580	Fukomys damarensis	Rodentia	DMR_v1.0_HiC	Scaffold	44756	2334358650	2020-04-13	NCBI Fukomys damarensis Annotation Release 102	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	ineligible assembly level
GCF_004785775.1	491861	Grammomys surdaster	Rodentia	NIH_TR_1.0	Scaffold	51731	2412664998	2019-04-12	NCBI Grammomys surdaster Annotation Release 100	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	ineligible assembly level
GCF_053883595.1	10181	Heterocephalus glaber	Rodentia	H.glaber_assembly_v1.0	Scaffold	32554440	2561259134	2025-07-18	GCF_053883595.1-RS_2026_08	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	ineligible assembly level
GCF_052094955.1	43179	Ictidomys tridecemlineatus	Rodentia	mIctTri1.hap1	Chromosome	10558370	3144977123	2025-08-18	GCF_052094955.1-RS_2025_11	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	lower-ranked eligible assembly for order
GCF_020740685.1	51337	Jaculus jaculus	Rodentia	mJacJac1.mat.Y.cur	Chromosome	22104564	2863848715	2021-11-04	NCBI Jaculus jaculus Annotation Release 102	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	lower-ranked eligible assembly for order
GCF_047511675.1	93162	Marmota flaviventris	Rodentia	mMarFla1.hap1	Chromosome	52587502	2704651887	2025-02-10	GCF_047511675.1-RS_2025_02	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	lower-ranked eligible assembly for order
GCF_001458135.2	9994	Marmota marmota marmota	Rodentia	marMar	Scaffold	66546	2506852125	2019-12-18	NCBI Marmota marmota marmota Annotation Release 101	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	ineligible assembly level
GCF_021218885.2	9995	Marmota monax	Rodentia	Marmota_monax_Labrador192_F-V1.1	Scaffold	10671126	2638774606	2022-08-11	GCF_021218885.2-RS_2023_07	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	ineligible assembly level
GCF_008632895.1	35658	Mastomys coucha	Rodentia	UCSF_Mcou_1	Chromosome	30483	2507168619	2019-09-24	NCBI Mastomys coucha Annotation Release 100	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	lower-ranked eligible assembly for order
GCF_030254825.1	10047	Meriones unguiculatus	Rodentia	Bangor_MerUng_6.1	Chromosome	50173090	2702201048	2023-06-12	GCF_030254825.1-RS_2023_10	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	lower-ranked eligible assembly for order
GCF_017639785.1	10036	Mesocricetus auratus	Rodentia	BCM_Maur_2.0	Scaffold	9471653	2457062007	2021-03-30	NCBI Mesocricetus auratus Annotation Release 103	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	ineligible assembly level
GCF_963924665.1	13151	Micromys minutus	Rodentia	mMicMin1.1	Chromosome	1835000	2651771171	2024-01-28	GCF_963924665.1-RS_2025_09	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	lower-ranked eligible assembly for order
GCF_000317375.1	79684	Microtus ochrogaster	Rodentia	MicOch1.0	Chromosome	21250	2287340943	2012-12-07	NCBI Microtus ochrogaster Annotation Release 102	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	lower-ranked eligible assembly for order
GCF_018167655.1	111838	Microtus oregoni	Rodentia	Mior012	Contig	34833828	3017107361	2021-04-26	NCBI Microtus oregoni Annotation Release 100	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	ineligible assembly level
GCF_037038515.1	10058	Microtus pennsylvanicus	Rodentia	mMicPen1.hap1	Chromosome	47175454	2369119668	2024-03-06	GCF_037038515.1-RS_2025_08	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	lower-ranked eligible assembly for order
GCF_978045245.1	10089	Mus caroli	Rodentia	Mus_caroli_1	Scaffold	57819405	2841305210	2026-03-01	GCF_978045245.1-RS_2026_07	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	ineligible assembly level
GCF_900095145.1	10093	Mus pahari	Rodentia	PAHARI_EIJ_v1.1	Chromosome	29465	2475012951	2017-04-28	NCBI Mus pahari Annotation Release 101	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	lower-ranked eligible assembly for order
GCF_963383645.1	39082	Muscardinus avellanarius	Rodentia	mMusAve1.1	Chromosome	2432660	2497503975	2023-08-24	GCF_963383645.1-RS_2025_09	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	lower-ranked eligible assembly for order
GCF_055000105.1	447135	Myodes glareolus	Rodentia	ASM5500010v1	Chromosome	31957	2231755126	2026-02-04	GCF_055000105.1-RS_2026_07	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	lower-ranked eligible assembly for order
GCF_000622305.1	1026970	Nannospalax galili	Rodentia	S.galili_v1.0	Scaffold	30353	3061408210	2014-06-05	NCBI Nannospalax galili Annotation Release 102	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	ineligible assembly level
GCF_000260255.1	10160	Octodon degus	Rodentia	OctDeg1.0	Scaffold	19847	2995872505	2012-05-01	NCBI Octodon degus Annotation Release 102	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	ineligible assembly level
GCF_903995425.1	38674	Onychomys torridus	Rodentia	mOncTor1.1	Chromosome	2276141	2468394440	2020-08-21	NCBI Onychomys torridus Annotation Release 100	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	lower-ranked eligible assembly for order
GCF_023159225.1	214514	Perognathus longimembris pacificus	Rodentia	ASM2315922v1	Chromosome	7389774	2212099196	2022-04-27	NCBI Perognathus longimembris pacificus Annotation Release 100	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	lower-ranked eligible assembly for order
GCF_007827085.1	564181	Peromyscus californicus insignis	Rodentia	ASM782708v3	Scaffold	8224858	2467923528	2022-04-27	GCF_007827085.1-RS_2023_02	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	ineligible assembly level
GCF_949786415.1	42410	Peromyscus eremicus	Rodentia	PerEre_H2_v1	Chromosome	1332236	2916547091	2023-04-08	GCF_949786415.1-RS_2023_08	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	lower-ranked eligible assembly for order
GCF_004664715.2	10041	Peromyscus leucopus	Rodentia	UCI_PerLeu_2.1	Chromosome	3487364	2475164510	2020-10-02	NCBI Peromyscus leucopus Annotation Release 101	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	lower-ranked eligible assembly for order
GCF_049852395.1	230844	Peromyscus maniculatus bairdii	Rodentia	HU_Pman_BW_mat_3.1	Chromosome	32642229	2587065283	2025-04-22	GCF_049852395.1-RS_2025_08	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	lower-ranked eligible assembly for order
GCF_943737965.1	109678	Phodopus roborovskii	Rodentia	PHOROB	Contig	25775705	2384223288	2022-07-01	GCF_943737965.1-RS_2023_02	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	ineligible assembly level
GCF_907164565.1	48139	Psammomys obesus	Rodentia	mPsaObe1.curated_primary_1811	Scaffold	77214	2364980841	2021-06-02	GCF_907164565.1-RS_2023_04	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	ineligible assembly level
GCF_036323735.1	10116	Rattus norvegicus	Rodentia	GRCr8	Chromosome	64250101	2849581192	2024-01-31	GCF_036323735.1-RS_2024_02	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	lower-ranked eligible assembly for order
GCF_011064425.1	10117	Rattus rattus	Rodentia	Rrattus_CSIRO_v1	Chromosome	1635336	2382770976	2020-03-04	NCBI Rattus rattus Annotation Release 100	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	lower-ranked eligible assembly for order
GCF_902686445.1	30640	Sciurus carolinensis	Rodentia	mSciCar1.2	Chromosome	13975867	2815397268	2020-07-31	GCF_902686445.1-RS_2023_03	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	lower-ranked eligible assembly for order
GCF_902686455.1	55149	Sciurus vulgaris	Rodentia	mSciVul1.2	Chromosome	16333633	2878591032	2019-11-20	GCF_902686455.1-RS_2025_09	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	lower-ranked eligible assembly for order
GCF_964194105.1	9997	Spermophilus citellus	Rodentia	mSpeCit3.1	Chromosome	3445081	3090032603	2024-06-28	GCF_964194105.1-RS_2025_09	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	lower-ranked eligible assembly for order
GCF_045843805.1	9999	Urocitellus parryii	Rodentia	mUroPar1.hap1	Chromosome	23164455	2935776410	2024-12-13	GCF_045843805.1-RS_2025_11	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	false	false	lower-ranked eligible assembly for order
GCF_000334495.1	246437	Tupaia belangeri chinensis	Scandentia	TupChi_1.0	Scaffold	25938	2846580235	2013-01-31	GCF_000334495.1-RS_2026_06	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	true	false	fallback required: no complete or chromosome assembly
GCF_000243295.1	127582	Trichechus manatus latirostris	Sirenia	TriManLat1.0	Scaffold	37750	3103791524	2012-01-23	GCF_000243295.1-RS_2024_01	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	true	false	fallback required: no complete or chromosome assembly
GCF_000298275.1	1230840	Orycteropus afer afer	Tubulidentata	OryAfe1.0	Scaffold	17683	4444063711	2012-09-20	NCBI Orycteropus afer afer Annotation Release 101	SOURCE_DATABASE_REFSEQ	18.36.0	2026-08-25T20:01:25Z	""	""	""		""	true	false	fallback required: no complete or chromosome assembly
